piRs	consolidated_id
piR-hsa-2649473,piR-hsa-3663698,piR-hsa-3736544,piR-hsa-7687030	piR-hsa-concat-001266
piR-hsa-73723,piR-hsa-7600901	piR-hsa-concat-001267
piR-hsa-2813109,piR-hsa-7986684	piR-hsa-concat-001268
piR-hsa-3658668,piR-hsa-7755356,piR-hsa-7881081,piR-hsa-848396	piR-hsa-concat-001269
piR-hsa-3042103,piR-hsa-3633459,piR-hsa-3730418	piR-hsa-concat-001270
piR-hsa-3681622,piR-hsa-908418	piR-hsa-concat-001271
piR-hsa-3457278,piR-hsa-3691489	piR-hsa-concat-001272
piR-hsa-3628541,piR-hsa-440355	piR-hsa-concat-001273
piR-hsa-482383,piR-hsa-762930	piR-hsa-concat-001274
piR-hsa-3558005,piR-hsa-3627894	piR-hsa-concat-001275
piR-hsa-3278893,piR-hsa-4414134	piR-hsa-concat-001276
piR-hsa-64880,piR-hsa-7949275	piR-hsa-concat-001277
piR-hsa-590239,piR-hsa-7887721	piR-hsa-concat-001278
piR-hsa-466145,piR-hsa-7953328	piR-hsa-concat-001279
piR-hsa-218423,piR-hsa-3641758	piR-hsa-concat-001280
piR-hsa-3261361,piR-hsa-3651928	piR-hsa-concat-001281
piR-hsa-239200,piR-hsa-7600124	piR-hsa-concat-001282
piR-hsa-4410280,piR-hsa-639947	piR-hsa-concat-001283
piR-hsa-470652,piR-hsa-7925697	piR-hsa-concat-001284
piR-hsa-1165507,piR-hsa-3708388	piR-hsa-concat-001285
piR-hsa-1051476,piR-hsa-3638424	piR-hsa-concat-001286
piR-hsa-3694963,piR-hsa-570247	piR-hsa-concat-001287
piR-hsa-3311558,piR-hsa-3686074	piR-hsa-concat-001288
piR-hsa-3700576,piR-hsa-653166	piR-hsa-concat-001289
piR-hsa-3457047,piR-hsa-3714478	piR-hsa-concat-001290
piR-hsa-3676563,piR-hsa-686894	piR-hsa-concat-001291
piR-hsa-3381239,piR-hsa-3703634	piR-hsa-concat-001292
piR-hsa-3279566,piR-hsa-3637100	piR-hsa-concat-001293
piR-hsa-1288649,piR-hsa-3476965,piR-hsa-3636993,piR-hsa-7981705	piR-hsa-concat-001294
piR-hsa-2922892,piR-hsa-4395888	piR-hsa-concat-001295
piR-hsa-277408,piR-hsa-753697	piR-hsa-concat-001296
piR-hsa-438362,piR-hsa-747272	piR-hsa-concat-001297
piR-hsa-3688650,piR-hsa-3846040	piR-hsa-concat-001298
piR-hsa-3713925,piR-hsa-4307925	piR-hsa-concat-001299
piR-hsa-3613900,piR-hsa-7591770	piR-hsa-concat-001300
piR-hsa-3546600,piR-hsa-3641844	piR-hsa-concat-001301
piR-hsa-3630377,piR-hsa-4453454	piR-hsa-concat-001302
piR-hsa-691484,piR-hsa-7995492	piR-hsa-concat-001303
piR-hsa-3661936,piR-hsa-628116	piR-hsa-concat-001304
piR-hsa-296481,piR-hsa-784926	piR-hsa-concat-001305
piR-hsa-3625134,piR-hsa-468988	piR-hsa-concat-001306
piR-hsa-2938780,piR-hsa-7618427	piR-hsa-concat-001307
piR-hsa-3143214,piR-hsa-7910249	piR-hsa-concat-001308
piR-hsa-3282422,piR-hsa-3693473	piR-hsa-concat-001309
piR-hsa-3003852,piR-hsa-3737310	piR-hsa-concat-001310
piR-hsa-7534119,piR-hsa-96978	piR-hsa-concat-001311
piR-hsa-3684212,piR-hsa-7241621	piR-hsa-concat-001312
piR-hsa-269400,piR-hsa-363141	piR-hsa-concat-001313
piR-hsa-1016270,piR-hsa-7757804	piR-hsa-concat-001314
piR-hsa-713482,piR-hsa-7571817	piR-hsa-concat-001315
piR-hsa-3712888,piR-hsa-508172	piR-hsa-concat-001316
piR-hsa-319859,piR-hsa-7879688	piR-hsa-concat-001317
piR-hsa-502730,piR-hsa-7896399	piR-hsa-concat-001318
piR-hsa-1224360,piR-hsa-7770760	piR-hsa-concat-001319
piR-hsa-4153876,piR-hsa-7989523	piR-hsa-concat-001320
piR-hsa-4406839,piR-hsa-505859	piR-hsa-concat-001321
piR-hsa-3638824,piR-hsa-429435	piR-hsa-concat-001322
piR-hsa-1129078,piR-hsa-3659640	piR-hsa-concat-001323
piR-hsa-3683429,piR-hsa-7396811	piR-hsa-concat-001324
piR-hsa-3224427,piR-hsa-3680891	piR-hsa-concat-001325
piR-hsa-1175447,piR-hsa-3627530	piR-hsa-concat-001326
piR-hsa-5652005,piR-hsa-7809727	piR-hsa-concat-001327
piR-hsa-272544,piR-hsa-3741443	piR-hsa-concat-001328
piR-hsa-3708601,piR-hsa-574751	piR-hsa-concat-001329
piR-hsa-2840614,piR-hsa-2869356	piR-hsa-concat-001330
piR-hsa-2756737,piR-hsa-7520087	piR-hsa-concat-001331
piR-hsa-8010699,piR-hsa-867099	piR-hsa-concat-001332
piR-hsa-712154,piR-hsa-766902	piR-hsa-concat-001333
piR-hsa-1126662,piR-hsa-3690567	piR-hsa-concat-001334
piR-hsa-2653724,piR-hsa-7636360	piR-hsa-concat-001335
piR-hsa-1247435,piR-hsa-258509	piR-hsa-concat-001336
piR-hsa-279687,piR-hsa-7741475	piR-hsa-concat-001337
piR-hsa-496285,piR-hsa-767868	piR-hsa-concat-001338
piR-hsa-1278430,piR-hsa-309367	piR-hsa-concat-001339
piR-hsa-591851,piR-hsa-8006536	piR-hsa-concat-001340
piR-hsa-7632799,piR-hsa-850853	piR-hsa-concat-001341
piR-hsa-785124,piR-hsa-92303	piR-hsa-concat-001342
piR-hsa-736760,piR-hsa-903798	piR-hsa-concat-001343
piR-hsa-3198957,piR-hsa-740313	piR-hsa-concat-001344
piR-hsa-3221046,piR-hsa-3695670	piR-hsa-concat-001345
piR-hsa-3681214,piR-hsa-937450	piR-hsa-concat-001346
piR-hsa-2828141,piR-hsa-3017812	piR-hsa-concat-001347
piR-hsa-3312497,piR-hsa-3707053	piR-hsa-concat-001348
piR-hsa-3624996,piR-hsa-3653598	piR-hsa-concat-001349
piR-hsa-3661227,piR-hsa-7543093,piR-hsa-91590	piR-hsa-concat-001350
piR-hsa-105836,piR-hsa-3711651	piR-hsa-concat-001351
piR-hsa-3545984,piR-hsa-3728296	piR-hsa-concat-001352
piR-hsa-3851995,piR-hsa-8000563	piR-hsa-concat-001353
piR-hsa-3402343,piR-hsa-3717478	piR-hsa-concat-001354
piR-hsa-785055,piR-hsa-991769	piR-hsa-concat-001355
piR-hsa-2629785,piR-hsa-3701133	piR-hsa-concat-001356
piR-hsa-4436845,piR-hsa-679890	piR-hsa-concat-001357
piR-hsa-1181560,piR-hsa-3702198	piR-hsa-concat-001358
piR-hsa-3121530,piR-hsa-4464667	piR-hsa-concat-001359
piR-hsa-4440345,piR-hsa-675457	piR-hsa-concat-001360
piR-hsa-3165703,piR-hsa-7814046	piR-hsa-concat-001361
piR-hsa-3733807,piR-hsa-476054	piR-hsa-concat-001362
piR-hsa-29295,piR-hsa-428526	piR-hsa-concat-001363
piR-hsa-3653348,piR-hsa-545693	piR-hsa-concat-001364
piR-hsa-3555942,piR-hsa-7560271	piR-hsa-concat-001365
piR-hsa-3423878,piR-hsa-3723023	piR-hsa-concat-001366
piR-hsa-624469,piR-hsa-750370	piR-hsa-concat-001367
piR-hsa-3073002,piR-hsa-3706669	piR-hsa-concat-001368
piR-hsa-3459298,piR-hsa-3624574,piR-hsa-3657619	piR-hsa-concat-001369
piR-hsa-3461661,piR-hsa-3665569	piR-hsa-concat-001370
piR-hsa-3507293,piR-hsa-3732326	piR-hsa-concat-001371
piR-hsa-3254789,piR-hsa-4432357	piR-hsa-concat-001372
piR-hsa-3365309,piR-hsa-3629724	piR-hsa-concat-001373
piR-hsa-2958165,piR-hsa-7810923	piR-hsa-concat-001374
piR-hsa-1260675,piR-hsa-2825426,piR-hsa-971719	piR-hsa-concat-001375
piR-hsa-3232314,piR-hsa-3690351	piR-hsa-concat-001376
piR-hsa-3117586,piR-hsa-7965362	piR-hsa-concat-001377
piR-hsa-427112,piR-hsa-7698253	piR-hsa-concat-001378
piR-hsa-31029,piR-hsa-5530731	piR-hsa-concat-001379
piR-hsa-296130,piR-hsa-732236	piR-hsa-concat-001380
piR-hsa-3144739,piR-hsa-3653666	piR-hsa-concat-001381
piR-hsa-3648418,piR-hsa-836426	piR-hsa-concat-001382
piR-hsa-3717651,piR-hsa-430097	piR-hsa-concat-001383
piR-hsa-679486,piR-hsa-7646317	piR-hsa-concat-001384
piR-hsa-3619632,piR-hsa-525799	piR-hsa-concat-001385
piR-hsa-3530402,piR-hsa-3740283	piR-hsa-concat-001386
piR-hsa-3417082,piR-hsa-4421119	piR-hsa-concat-001387
piR-hsa-156269,piR-hsa-611720	piR-hsa-concat-001388
piR-hsa-319069,piR-hsa-4422187	piR-hsa-concat-001389
piR-hsa-3283378,piR-hsa-4379194	piR-hsa-concat-001390
piR-hsa-3099016,piR-hsa-3733793	piR-hsa-concat-001391
piR-hsa-502456,piR-hsa-7561359	piR-hsa-concat-001392
piR-hsa-3093247,piR-hsa-350635	piR-hsa-concat-001393
piR-hsa-3278030,piR-hsa-746781	piR-hsa-concat-001394
piR-hsa-2929538,piR-hsa-7548362	piR-hsa-concat-001395
piR-hsa-3363882,piR-hsa-7583443	piR-hsa-concat-001396
piR-hsa-3332101,piR-hsa-3717964	piR-hsa-concat-001397
piR-hsa-707021,piR-hsa-7627587	piR-hsa-concat-001398
piR-hsa-3620951,piR-hsa-548511	piR-hsa-concat-001399
piR-hsa-3187874,piR-hsa-3704338	piR-hsa-concat-001400
piR-hsa-523958,piR-hsa-7724580	piR-hsa-concat-001401
piR-hsa-39002,piR-hsa-746644,piR-hsa-760194	piR-hsa-concat-001402
piR-hsa-3399670,piR-hsa-7895678	piR-hsa-concat-001403
piR-hsa-1016352,piR-hsa-7558571	piR-hsa-concat-001404
piR-hsa-2950477,piR-hsa-3729074	piR-hsa-concat-001405
piR-hsa-3633127,piR-hsa-645219	piR-hsa-concat-001406
piR-hsa-3030444,piR-hsa-3742970	piR-hsa-concat-001407
piR-hsa-3734753,piR-hsa-462740	piR-hsa-concat-001408
piR-hsa-3672757,piR-hsa-509502	piR-hsa-concat-001409
piR-hsa-4469681,piR-hsa-576122	piR-hsa-concat-001410
piR-hsa-244402,piR-hsa-7887670	piR-hsa-concat-001411
piR-hsa-4376281,piR-hsa-523014	piR-hsa-concat-001412
piR-hsa-52581,piR-hsa-749024	piR-hsa-concat-001413
piR-hsa-4122940,piR-hsa-8010775	piR-hsa-concat-001414
piR-hsa-2994286,piR-hsa-3666439	piR-hsa-concat-001415
piR-hsa-3340190,piR-hsa-4418334	piR-hsa-concat-001416
piR-hsa-5546692,piR-hsa-7862631	piR-hsa-concat-001417
piR-hsa-111351,piR-hsa-1236173	piR-hsa-concat-001418
piR-hsa-2690133,piR-hsa-3690322	piR-hsa-concat-001419
piR-hsa-3703368,piR-hsa-3742024	piR-hsa-concat-001420
piR-hsa-295997,piR-hsa-7945684	piR-hsa-concat-001421
piR-hsa-4974435,piR-hsa-7793938	piR-hsa-concat-001422
piR-hsa-3668159,piR-hsa-4423305,piR-hsa-88380	piR-hsa-concat-001423
piR-hsa-3466588,piR-hsa-4459461	piR-hsa-concat-001424
piR-hsa-3490639,piR-hsa-3727931	piR-hsa-concat-001425
piR-hsa-3061078,piR-hsa-3690353	piR-hsa-concat-001426
piR-hsa-3709439,piR-hsa-684469	piR-hsa-concat-001427
piR-hsa-3080376,piR-hsa-3624335	piR-hsa-concat-001428
piR-hsa-4370698,piR-hsa-499923	piR-hsa-concat-001429
piR-hsa-3631479,piR-hsa-500930	piR-hsa-concat-001430
piR-hsa-1239757,piR-hsa-634466	piR-hsa-concat-001431
piR-hsa-447963,piR-hsa-7989089	piR-hsa-concat-001432
piR-hsa-118034,piR-hsa-7776565	piR-hsa-concat-001433
piR-hsa-4408172,piR-hsa-476450	piR-hsa-concat-001434
piR-hsa-3716196,piR-hsa-6940014	piR-hsa-concat-001435
piR-hsa-128070,piR-hsa-740375	piR-hsa-concat-001436
piR-hsa-3726826,piR-hsa-932442	piR-hsa-concat-001437
piR-hsa-3170738,piR-hsa-3713295	piR-hsa-concat-001438
piR-hsa-3590580,piR-hsa-3675835	piR-hsa-concat-001439
piR-hsa-3587240,piR-hsa-3728664	piR-hsa-concat-001440
piR-hsa-4410406,piR-hsa-987594	piR-hsa-concat-001441
piR-hsa-40291,piR-hsa-4420257	piR-hsa-concat-001442
piR-hsa-1182497,piR-hsa-7750252	piR-hsa-concat-001443
piR-hsa-4397725,piR-hsa-885188	piR-hsa-concat-001444
piR-hsa-3175832,piR-hsa-3642251	piR-hsa-concat-001445
piR-hsa-1273253,piR-hsa-291816	piR-hsa-concat-001446
piR-hsa-3160389,piR-hsa-3650459	piR-hsa-concat-001447
piR-hsa-3360656,piR-hsa-3674597	piR-hsa-concat-001448
piR-hsa-3627883,piR-hsa-7162190	piR-hsa-concat-001449
piR-hsa-1219623,piR-hsa-3693275	piR-hsa-concat-001450
piR-hsa-6551446,piR-hsa-7597763	piR-hsa-concat-001451
piR-hsa-728857,piR-hsa-7434705	piR-hsa-concat-001452
piR-hsa-213970,piR-hsa-7937839	piR-hsa-concat-001453
piR-hsa-3075064,piR-hsa-7542471	piR-hsa-concat-001454
piR-hsa-542150,piR-hsa-7573911	piR-hsa-concat-001455
piR-hsa-656616,piR-hsa-767841	piR-hsa-concat-001456
piR-hsa-3120207,piR-hsa-3683021	piR-hsa-concat-001457
piR-hsa-3640235,piR-hsa-4595167	piR-hsa-concat-001458
piR-hsa-2974580,piR-hsa-3648631	piR-hsa-concat-001459
piR-hsa-3666976,piR-hsa-447005	piR-hsa-concat-001460
piR-hsa-4392081,piR-hsa-662405	piR-hsa-concat-001461
piR-hsa-333405,piR-hsa-3644483	piR-hsa-concat-001462
piR-hsa-109587,piR-hsa-1250236	piR-hsa-concat-001463
piR-hsa-3635101,piR-hsa-657042	piR-hsa-concat-001464
piR-hsa-3302231,piR-hsa-7529783	piR-hsa-concat-001465
piR-hsa-13291,piR-hsa-3670978	piR-hsa-concat-001466
piR-hsa-3619170,piR-hsa-472702	piR-hsa-concat-001467
piR-hsa-3178696,piR-hsa-340970	piR-hsa-concat-001468
piR-hsa-367717,piR-hsa-88995	piR-hsa-concat-001469
piR-hsa-112745,piR-hsa-1239703	piR-hsa-concat-001470
piR-hsa-111411,piR-hsa-142352	piR-hsa-concat-001471
piR-hsa-3531898,piR-hsa-3651576	piR-hsa-concat-001472
piR-hsa-442246,piR-hsa-760801	piR-hsa-concat-001473
piR-hsa-547434,piR-hsa-769980	piR-hsa-concat-001474
piR-hsa-2843127,piR-hsa-3217729	piR-hsa-concat-001475
piR-hsa-3728002,piR-hsa-574012	piR-hsa-concat-001476
piR-hsa-138548,piR-hsa-295687	piR-hsa-concat-001477
piR-hsa-148752,piR-hsa-968791	piR-hsa-concat-001478
piR-hsa-3330266,piR-hsa-3668860	piR-hsa-concat-001479
piR-hsa-711426,piR-hsa-7552261	piR-hsa-concat-001480
piR-hsa-130123,piR-hsa-7547089	piR-hsa-concat-001481
piR-hsa-1182167,piR-hsa-21298	piR-hsa-concat-001482
piR-hsa-3729223,piR-hsa-628482	piR-hsa-concat-001483
piR-hsa-555151,piR-hsa-7986273	piR-hsa-concat-001484
piR-hsa-3630261,piR-hsa-964664	piR-hsa-concat-001485
piR-hsa-3729447,piR-hsa-938918	piR-hsa-concat-001486
piR-hsa-1060086,piR-hsa-740576	piR-hsa-concat-001487
piR-hsa-1003221,piR-hsa-764005	piR-hsa-concat-001488
piR-hsa-1167294,piR-hsa-3681574	piR-hsa-concat-001489
piR-hsa-1081548,piR-hsa-781761	piR-hsa-concat-001490
piR-hsa-3689243,piR-hsa-842695	piR-hsa-concat-001491
piR-hsa-160680,piR-hsa-3283125	piR-hsa-concat-001492
piR-hsa-3653006,piR-hsa-897182	piR-hsa-concat-001493
piR-hsa-620252,piR-hsa-7805456	piR-hsa-concat-001494
piR-hsa-2076385,piR-hsa-7841272	piR-hsa-concat-001495
piR-hsa-127408,piR-hsa-3661224	piR-hsa-concat-001496
piR-hsa-146600,piR-hsa-95736	piR-hsa-concat-001497
piR-hsa-7831592,piR-hsa-919030	piR-hsa-concat-001498
piR-hsa-341995,piR-hsa-3430714	piR-hsa-concat-001499
piR-hsa-3091236,piR-hsa-7946200	piR-hsa-concat-001500
piR-hsa-5296275,piR-hsa-7837586	piR-hsa-concat-001501
piR-hsa-3957443,piR-hsa-4431951	piR-hsa-concat-001502
piR-hsa-1121241,piR-hsa-3649103	piR-hsa-concat-001503
piR-hsa-3552542,piR-hsa-725718	piR-hsa-concat-001504
piR-hsa-2953052,piR-hsa-3689024	piR-hsa-concat-001505
piR-hsa-3430921,piR-hsa-3716487	piR-hsa-concat-001506
piR-hsa-2918187,piR-hsa-3665201	piR-hsa-concat-001507
piR-hsa-264909,piR-hsa-7670997	piR-hsa-concat-001508
piR-hsa-141427,piR-hsa-217285	piR-hsa-concat-001509
piR-hsa-154368,piR-hsa-250275	piR-hsa-concat-001510
piR-hsa-275898,piR-hsa-7701722	piR-hsa-concat-001511
piR-hsa-3202533,piR-hsa-7807409	piR-hsa-concat-001512
piR-hsa-3738981,piR-hsa-626937	piR-hsa-concat-001513
piR-hsa-1445446,piR-hsa-4388645	piR-hsa-concat-001514
piR-hsa-1202279,piR-hsa-3724837	piR-hsa-concat-001515
piR-hsa-2955568,piR-hsa-775368	piR-hsa-concat-001516
piR-hsa-4414416,piR-hsa-515812	piR-hsa-concat-001517
piR-hsa-1290924,piR-hsa-215051	piR-hsa-concat-001518
piR-hsa-3594319,piR-hsa-3666806	piR-hsa-concat-001519
piR-hsa-3567469,piR-hsa-3684886	piR-hsa-concat-001520
piR-hsa-112914,piR-hsa-730947	piR-hsa-concat-001521
piR-hsa-257026,piR-hsa-777727	piR-hsa-concat-001522
piR-hsa-2963099,piR-hsa-3716753	piR-hsa-concat-001523
piR-hsa-3477738,piR-hsa-777311	piR-hsa-concat-001524
piR-hsa-3594689,piR-hsa-3685876	piR-hsa-concat-001525
piR-hsa-3626483,piR-hsa-5725652	piR-hsa-concat-001526
piR-hsa-3627613,piR-hsa-526316	piR-hsa-concat-001527
piR-hsa-5295631,piR-hsa-7854255	piR-hsa-concat-001528
piR-hsa-7961392,piR-hsa-855422	piR-hsa-concat-001529
piR-hsa-3136824,piR-hsa-3697904	piR-hsa-concat-001530
piR-hsa-3686775,piR-hsa-895238	piR-hsa-concat-001531
piR-hsa-4899373,piR-hsa-7883593	piR-hsa-concat-001532
piR-hsa-1252041,piR-hsa-4712747	piR-hsa-concat-001533
piR-hsa-4467522,piR-hsa-456903	piR-hsa-concat-001534
piR-hsa-1248360,piR-hsa-4861513	piR-hsa-concat-001535
piR-hsa-3718413,piR-hsa-911439	piR-hsa-concat-001536
piR-hsa-3709387,piR-hsa-590898	piR-hsa-concat-001537
piR-hsa-4415184,piR-hsa-5697231	piR-hsa-concat-001538
piR-hsa-297129,piR-hsa-3718429	piR-hsa-concat-001539
piR-hsa-545838,piR-hsa-7857853	piR-hsa-concat-001540
piR-hsa-3698779,piR-hsa-641605	piR-hsa-concat-001541
piR-hsa-4448060,piR-hsa-901776	piR-hsa-concat-001542
piR-hsa-227964,piR-hsa-724331	piR-hsa-concat-001543
piR-hsa-1217590,piR-hsa-7603971,piR-hsa-7939811	piR-hsa-concat-001544
piR-hsa-164718,piR-hsa-526971	piR-hsa-concat-001545
piR-hsa-2914395,piR-hsa-3687214	piR-hsa-concat-001546
piR-hsa-1249699,piR-hsa-3402504	piR-hsa-concat-001547
piR-hsa-2990240,piR-hsa-7941744	piR-hsa-concat-001548
piR-hsa-2996776,piR-hsa-7656084	piR-hsa-concat-001549
piR-hsa-3660892,piR-hsa-443040	piR-hsa-concat-001550
piR-hsa-3091936,piR-hsa-361538	piR-hsa-concat-001551
piR-hsa-1279318,piR-hsa-535394	piR-hsa-concat-001552
piR-hsa-608784,piR-hsa-756148	piR-hsa-concat-001553
piR-hsa-485460,piR-hsa-7696134	piR-hsa-concat-001554
piR-hsa-1012767,piR-hsa-170611	piR-hsa-concat-001555
piR-hsa-3118193,piR-hsa-3649127	piR-hsa-concat-001556
piR-hsa-1152809,piR-hsa-3664410	piR-hsa-concat-001557
piR-hsa-1168805,piR-hsa-3689776	piR-hsa-concat-001558
piR-hsa-1303641,piR-hsa-3496799	piR-hsa-concat-001559
piR-hsa-2204900,piR-hsa-7783883	piR-hsa-concat-001560
piR-hsa-4369104,piR-hsa-870294	piR-hsa-concat-001561
piR-hsa-3355227,piR-hsa-7685703	piR-hsa-concat-001562
piR-hsa-3581923,piR-hsa-3689988	piR-hsa-concat-001563
piR-hsa-58727,piR-hsa-732418	piR-hsa-concat-001564
piR-hsa-127927,piR-hsa-772083	piR-hsa-concat-001565
piR-hsa-72154,piR-hsa-736534	piR-hsa-concat-001566
piR-hsa-1009297,piR-hsa-7716013	piR-hsa-concat-001567
piR-hsa-2921061,piR-hsa-7778135	piR-hsa-concat-001568
piR-hsa-1224930,piR-hsa-3742723	piR-hsa-concat-001569
piR-hsa-493464,piR-hsa-7784173	piR-hsa-concat-001570
piR-hsa-3216808,piR-hsa-4442395	piR-hsa-concat-001571
piR-hsa-3278808,piR-hsa-7689657	piR-hsa-concat-001572
piR-hsa-109551,piR-hsa-3704008	piR-hsa-concat-001573
piR-hsa-3129878,piR-hsa-4438292	piR-hsa-concat-001574
piR-hsa-147628,piR-hsa-3243423	piR-hsa-concat-001575
piR-hsa-1221255,piR-hsa-770823	piR-hsa-concat-001576
piR-hsa-3247865,piR-hsa-7814321	piR-hsa-concat-001577
piR-hsa-2931174,piR-hsa-7617204	piR-hsa-concat-001578
piR-hsa-3137575,piR-hsa-3661313	piR-hsa-concat-001579
piR-hsa-3623858,piR-hsa-6155857	piR-hsa-concat-001580
piR-hsa-3741553,piR-hsa-38211	piR-hsa-concat-001581
piR-hsa-3180560,piR-hsa-7711359,piR-hsa-7845912	piR-hsa-concat-001582
piR-hsa-3044323,piR-hsa-7601086	piR-hsa-concat-001583
piR-hsa-252486,piR-hsa-3697341	piR-hsa-concat-001584
piR-hsa-2959566,piR-hsa-3634803	piR-hsa-concat-001585
piR-hsa-3557238,piR-hsa-3677788	piR-hsa-concat-001586
piR-hsa-347405,piR-hsa-4231595	piR-hsa-concat-001587
piR-hsa-429112,piR-hsa-7851863	piR-hsa-concat-001588
piR-hsa-2808665,piR-hsa-3646659	piR-hsa-concat-001589
piR-hsa-4368944,piR-hsa-587478	piR-hsa-concat-001590
piR-hsa-3250940,piR-hsa-7723329	piR-hsa-concat-001591
piR-hsa-5697934,piR-hsa-7577370	piR-hsa-concat-001592
piR-hsa-3107760,piR-hsa-3673181	piR-hsa-concat-001593
piR-hsa-3066554,piR-hsa-3625296	piR-hsa-concat-001594
piR-hsa-3526343,piR-hsa-3719373	piR-hsa-concat-001595
piR-hsa-3428930,piR-hsa-3672745	piR-hsa-concat-001596
piR-hsa-3266250,piR-hsa-3634489	piR-hsa-concat-001597
piR-hsa-2960155,piR-hsa-7967908	piR-hsa-concat-001598
piR-hsa-1875802,piR-hsa-3859389	piR-hsa-concat-001599
piR-hsa-1261297,piR-hsa-3078778	piR-hsa-concat-001600
piR-hsa-3620763,piR-hsa-471527	piR-hsa-concat-001601
piR-hsa-1280939,piR-hsa-3143526	piR-hsa-concat-001602
piR-hsa-654477,piR-hsa-786870	piR-hsa-concat-001603
piR-hsa-134874,piR-hsa-318795	piR-hsa-concat-001604
piR-hsa-3556325,piR-hsa-3698276	piR-hsa-concat-001605
piR-hsa-3467860,piR-hsa-3686993,piR-hsa-4448520	piR-hsa-concat-001606
piR-hsa-3460559,piR-hsa-3662901	piR-hsa-concat-001607
piR-hsa-3730957,piR-hsa-5124449	piR-hsa-concat-001608
piR-hsa-3391757,piR-hsa-3659107	piR-hsa-concat-001609
piR-hsa-3656945,piR-hsa-5472051	piR-hsa-concat-001610
piR-hsa-102618,piR-hsa-758966	piR-hsa-concat-001611
piR-hsa-583351,piR-hsa-780357	piR-hsa-concat-001612
piR-hsa-3076142,piR-hsa-3717738	piR-hsa-concat-001613
piR-hsa-4023140,piR-hsa-4389562	piR-hsa-concat-001614
piR-hsa-3671114,piR-hsa-889326	piR-hsa-concat-001615
piR-hsa-3625783,piR-hsa-622548	piR-hsa-concat-001616
piR-hsa-2944505,piR-hsa-3627417	piR-hsa-concat-001617
piR-hsa-112171,piR-hsa-7742112	piR-hsa-concat-001618
piR-hsa-7583266,piR-hsa-7607252,piR-hsa-910653	piR-hsa-concat-001619
piR-hsa-251275,piR-hsa-753987	piR-hsa-concat-001620
piR-hsa-3659022,piR-hsa-637314	piR-hsa-concat-001621
piR-hsa-3634195,piR-hsa-79348	piR-hsa-concat-001622
piR-hsa-3239854,piR-hsa-3661124	piR-hsa-concat-001623
piR-hsa-4437183,piR-hsa-608480	piR-hsa-concat-001624
piR-hsa-3670072,piR-hsa-718135	piR-hsa-concat-001625
piR-hsa-2944842,piR-hsa-3718180	piR-hsa-concat-001626
piR-hsa-5436304,piR-hsa-7750863	piR-hsa-concat-001627
piR-hsa-709776,piR-hsa-7726881	piR-hsa-concat-001628
piR-hsa-3166857,piR-hsa-3656602	piR-hsa-concat-001629
piR-hsa-1113399,piR-hsa-3720263	piR-hsa-concat-001630
piR-hsa-7303505,piR-hsa-7861856	piR-hsa-concat-001631
piR-hsa-3389690,piR-hsa-3716312	piR-hsa-concat-001632
piR-hsa-3557871,piR-hsa-3720383	piR-hsa-concat-001633
piR-hsa-1464291,piR-hsa-3620890,piR-hsa-4466337	piR-hsa-concat-001634
piR-hsa-3706510,piR-hsa-565213	piR-hsa-concat-001635
piR-hsa-625244,piR-hsa-7661972	piR-hsa-concat-001636
piR-hsa-1013944,piR-hsa-737580	piR-hsa-concat-001637
piR-hsa-311076,piR-hsa-785858	piR-hsa-concat-001638
piR-hsa-73642,piR-hsa-741549	piR-hsa-concat-001639
piR-hsa-7600495,piR-hsa-815093	piR-hsa-concat-001640
piR-hsa-3693293,piR-hsa-627621	piR-hsa-concat-001641
piR-hsa-2979588,piR-hsa-8400538	piR-hsa-concat-001642
piR-hsa-2991718,piR-hsa-3721651	piR-hsa-concat-001643
piR-hsa-1096501,piR-hsa-4444354	piR-hsa-concat-001644
piR-hsa-3122114,piR-hsa-7685736	piR-hsa-concat-001645
piR-hsa-3337948,piR-hsa-7946463	piR-hsa-concat-001646
piR-hsa-3232921,piR-hsa-3649802	piR-hsa-concat-001647
piR-hsa-4442358,piR-hsa-945012	piR-hsa-concat-001648
piR-hsa-591131,piR-hsa-7559919	piR-hsa-concat-001649
piR-hsa-3621371,piR-hsa-875556	piR-hsa-concat-001650
piR-hsa-251155,piR-hsa-4437708	piR-hsa-concat-001651
piR-hsa-143143,piR-hsa-49370	piR-hsa-concat-001652
piR-hsa-125066,piR-hsa-366059	piR-hsa-concat-001653
piR-hsa-123247,piR-hsa-766678	piR-hsa-concat-001654
piR-hsa-519308,piR-hsa-7556287	piR-hsa-concat-001655
piR-hsa-250370,piR-hsa-762303	piR-hsa-concat-001656
piR-hsa-3306983,piR-hsa-7707983	piR-hsa-concat-001657
piR-hsa-3048845,piR-hsa-732421,piR-hsa-7778491	piR-hsa-concat-001658
piR-hsa-1466129,piR-hsa-3647421	piR-hsa-concat-001659
piR-hsa-4312478,piR-hsa-7942725	piR-hsa-concat-001660
piR-hsa-3695567,piR-hsa-90100	piR-hsa-concat-001661
piR-hsa-3658865,piR-hsa-673822	piR-hsa-concat-001662
piR-hsa-3002016,piR-hsa-7579042	piR-hsa-concat-001663
piR-hsa-1241689,piR-hsa-695815	piR-hsa-concat-001664
piR-hsa-470701,piR-hsa-774729	piR-hsa-concat-001665
piR-hsa-1146300,piR-hsa-3701764	piR-hsa-concat-001666
